Start Time,End Time,Tag,Note,Tree Type,Is Success
2024-09-17T13:57:15.509-0700,2024-09-17T14:33:07.078-0700,Unset,,Cedar,True
2024-09-17T14:41:32.443-0700,2024-09-17T15:10:44.987-0700,Unset,,Cedar,True
2024-09-17T15:10:49.566-0700,2024-09-17T15:36:18.461-0700,study,,Cedar,True
2024-09-17T15:45:31.348-0700,2024-09-17T16:21:47.167-0700,study,,Pumpkin,True
2024-09-17T16:23:09.034-0700,2024-09-17T16:51:31.456-0700,study,,Cedar,True
2024-09-17T16:51:35.644-0700,2024-09-17T17:25:02.828-0700,study,,Cedar,True
2024-09-17T17:25:09.353-0700,2024-09-17T18:03:06.136-0700,study,,Cedar,True
2024-09-17T18:36:58.854-0700,2024-09-17T19:17:09.482-0700,study,,Cedar,True
2024-09-17T20:14:24.512-0700,2024-09-17T20:43:11.289-0700,study,,Cedar,True
2024-09-17T21:11:34.772-0700,2024-09-17T21:49:19.765-0700,study,,Cedar,True
2024-09-17T22:01:58.717-0700,2024-09-17T23:03:20.341-0700,study,,Cedar,True
2024-09-17T23:03:56.201-0700,2024-09-17T23:31:08.074-0700,study,,Cedar,True
2024-09-17T23:32:07.772-0700,2024-09-18T01:32:07.772-0700,study,,Cedar,True
2024-09-18T11:50:47.359-0700,2024-09-18T12:25:42.948-0700,study,,Cedar,True
2024-09-18T12:35:08.513-0700,2024-09-18T13:00:19.952-0700,study,,Cedar,True
2024-09-18T13:00:46.158-0700,2024-09-18T13:32:16.251-0700,dora,,Cedar,True
2024-09-18T13:33:10.798-0700,2024-09-18T14:03:49.945-0700,dora,,Bush,True
2024-09-18T14:09:12.612-0700,2024-09-18T15:01:06.431-0700,dora,,Bush,True
2024-09-18T15:06:47.209-0700,2024-09-18T15:38:42.552-0700,dora,,Bush,True
2024-09-18T15:48:19.139-0700,2024-09-18T16:14:54.871-0700,leetcode,,Bush,True
2024-09-18T16:24:01.229-0700,2024-09-18T18:07:15.536-0700,leetcode,,Bush,True
2024-09-18T21:04:34.284-0700,2024-09-18T21:46:35.423-0700,leetcode,,Bush,True
2024-09-19T09:24:42.961-0700,2024-09-19T09:58:58.552-0700,job,,Bush,True
2024-09-19T10:02:32.693-0700,2024-09-19T10:32:45.034-0700,job,,Bush,True
2024-09-19T10:37:01.534-0700,2024-09-19T11:07:35.899-0700,job,,Pumpkin,True
2024-09-19T11:22:15.276-0700,2024-09-19T12:09:35.086-0700,job,,Star Coral,True
2024-09-19T13:37:08.710-0700,2024-09-19T14:02:21.977-0700,job,,Star Coral,True
2024-09-19T14:06:45.048-0700,2024-09-19T14:47:37.453-0700,job,,Star Coral,True
2024-09-19T14:50:14.628-0700,2024-09-19T15:20:47.449-0700,job,,Star Coral,True
2024-09-19T15:31:18.315-0700,2024-09-19T16:11:24.843-0700,job,,Monstera,True
2024-09-19T16:19:50.533-0700,2024-09-19T17:06:07.676-0700,job,,Monstera,True
2024-09-19T18:26:05.765-0700,2024-09-19T20:26:05.765-0700,study,,Cedar,True
2024-09-19T22:27:19.415-0700,2024-09-20T00:27:19.415-0700,study,,Cedar,True
2024-09-20T08:16:13.226-0700,2024-09-20T08:58:10.086-0700,exercise,,Cedar,True
2024-09-20T10:42:29.097-0700,2024-09-20T11:34:06.456-0700,job,,Monstera,True
2024-09-20T11:44:20.630-0700,2024-09-20T12:10:37.344-0700,job,,Monstera,True
2024-09-20T12:10:47.867-0700,2024-09-20T13:06:07.465-0700,job,,Monstera,True
2024-09-20T14:10:40.030-0700,2024-09-20T14:50:19.396-0700,leetcode,,Monstera,True
2024-09-20T17:33:53.204-0700,2024-09-20T19:33:53.204-0700,job,,Monstera,True
2024-09-20T21:59:45.087-0700,2024-09-20T23:00:06.548-0700,job,,Monstera,True
2024-09-20T23:00:11.401-0700,2024-09-21T00:02:52.650-0700,job,,Monstera,True
2024-09-21T08:55:30.120-0700,2024-09-21T09:25:30.120-0700,job,,Monstera,True
2024-09-21T09:36:19.129-0700,2024-09-21T10:19:52.275-0700,job,,Monstera,True
2024-09-21T10:30:45.191-0700,2024-09-21T11:20:13.179-0700,job,,Cedar,True
2024-09-21T11:20:23.890-0700,2024-09-21T12:02:18.720-0700,job,,Cedar,True
2024-09-21T14:39:00.235-0700,2024-09-21T15:19:46.636-0700,job,,Cedar,True
2024-09-21T15:21:38.856-0700,2024-09-21T16:02:02.607-0700,job,,Cedar,True
2024-09-21T16:02:05.521-0700,2024-09-21T17:07:47.699-0700,job,,Cedar,True
2024-09-21T17:11:09.523-0700,2024-09-21T18:08:30.755-0700,job,,Cedar,True
2024-09-21T18:08:41.672-0700,2024-09-21T18:54:01.604-0700,job,,Cedar,True
2024-09-21T19:51:32.711-0700,2024-09-21T20:47:49.705-0700,job,,Cedar,True
2024-09-21T20:56:05.749-0700,2024-09-21T22:12:45.705-0700,job,,Osmanthus,True
2024-09-21T22:19:59.808-0700,2024-09-21T23:51:55.133-0700,job,,Osmanthus,True
2024-09-22T09:28:40.941-0700,2024-09-22T09:58:49.655-0700,study,,Osmanthus,True
2024-09-22T10:10:36.903-0700,2024-09-22T11:01:20.231-0700,job,,Osmanthus,True
2024-09-22T11:02:52.976-0700,2024-09-22T11:39:47.164-0700,job,,Osmanthus,True
2024-09-22T12:39:59.927-0700,2024-09-22T14:39:59.927-0700,job,,Osmanthus,True
2024-09-22T14:50:32.344-0700,2024-09-22T15:22:59.529-0700,job,,Monstera,True
2024-09-22T15:47:25.936-0700,2024-09-22T16:32:12.639-0700,job,,Monstera,True
2024-09-22T16:33:15.816-0700,2024-09-22T17:17:04.580-0700,job,,Monstera,True
2024-09-22T20:53:14.880-0700,2024-09-22T21:33:54.660-0700,job,,Monstera,True
2024-09-22T21:34:07.769-0700,2024-09-22T22:22:07.853-0700,job,,Monstera,True
2024-09-22T22:22:30.856-0700,2024-09-22T23:08:38.467-0700,job,,Monstera,True
2024-09-23T08:46:44.707-0700,2024-09-23T09:30:24.461-0700,job,,Cedar,True
2024-09-23T09:47:16.832-0700,2024-09-23T10:52:20.571-0700,job,,Cedar,True
2024-09-23T11:14:33.828-0700,2024-09-23T11:56:51.794-0700,job,,Pumpkin,True
2024-09-23T13:53:49.721-0700,2024-09-23T14:34:47.656-0700,job,,Pumpkin,True
2024-09-23T14:36:00.670-0700,2024-09-23T15:23:34.894-0700,job,,Pumpkin,True
2024-09-23T15:33:20.615-0700,2024-09-23T16:05:40.991-0700,job,,Pumpkin,True
2024-09-23T16:44:26.079-0700,2024-09-23T17:36:14.032-0700,job,,Pumpkin,True
2024-09-23T17:36:27.328-0700,2024-09-23T19:35:44.876-0700,study,,Osmanthus,True
2024-09-23T22:36:04.037-0700,2024-09-23T23:16:16.119-0700,study,,Osmanthus,True
2024-09-23T23:24:21.134-0700,2024-09-23T23:55:13.890-0700,study,,Osmanthus,True
2024-09-23T23:59:03.166-0700,2024-09-24T00:29:10.269-0700,study,,Osmanthus,True
2024-09-24T08:58:22.255-0700,2024-09-24T09:28:30.292-0700,study,,Osmanthus,True
2024-09-24T09:28:30.361-0700,2024-09-24T10:00:49.308-0700,study,,Osmanthus,True
2024-09-24T10:13:21.950-0700,2024-09-24T10:55:42.848-0700,study,,Osmanthus,True
2024-09-24T10:56:48.995-0700,2024-09-24T11:42:41.828-0700,study,,Cedar,True
2024-09-24T11:57:26.508-0700,2024-09-24T12:23:31.781-0700,study,,Cedar,True
2024-09-24T13:46:43.877-0700,2024-09-24T14:16:58.102-0700,job,,Pumpkin,True
2024-09-24T14:17:53.043-0700,2024-09-24T15:01:42.360-0700,job,,Monstera,True
2024-09-24T15:12:51.658-0700,2024-09-24T15:57:11.731-0700,job,,Mooncake Tree,True
2024-09-24T16:02:30.432-0700,2024-09-24T16:44:42.375-0700,job,,Cedar,True
2024-09-24T16:50:07.058-0700,2024-09-24T17:16:45.768-0700,exercise,,Star Coral,True
2024-09-24T18:53:38.963-0700,2024-09-24T20:02:55.676-0700,leetcode,,Star Coral,True
2024-09-24T20:58:50.983-0700,2024-09-24T22:53:16.653-0700,job,,Osmanthus,True
2024-09-25T09:25:55.773-0700,2024-09-25T10:02:48.382-0700,study,,Cedar,True
2024-09-25T10:05:06.855-0700,2024-09-25T12:05:06.855-0700,job,,Golden Trumpet Tree,True
2024-09-25T12:16:41.327-0700,2024-09-25T13:01:32.205-0700,job,,Golden Trumpet Tree,True
2024-09-25T13:01:42.595-0700,2024-09-25T13:47:34.513-0700,job,,Golden Trumpet Tree,True
2024-09-25T13:52:14.872-0700,2024-09-25T14:45:26.041-0700,job,,Golden Trumpet Tree,True
2024-09-25T15:52:36.125-0700,2024-09-25T16:32:43.776-0700,job,,Golden Trumpet Tree,True
2024-09-25T16:33:04.535-0700,2024-09-25T17:26:54.887-0700,job,,Golden Trumpet Tree,True
2024-09-25T17:30:23.035-0700,2024-09-25T19:30:23.035-0700,job,,Golden Trumpet Tree,True
2024-09-25T19:47:40.829-0700,2024-09-25T20:12:48.118-0700,job,,Golden Trumpet Tree,True
2024-09-25T21:39:04.860-0700,2024-09-25T22:24:08.514-0700,job,,Golden Trumpet Tree,True
2024-09-25T23:23:04.685-0700,2024-09-25T23:53:29.284-0700,job,,Golden Trumpet Tree,True
2024-09-26T08:38:25.895-0700,2024-09-26T09:10:50.631-0700,job,,Golden Trumpet Tree,True
2024-09-26T09:29:18.007-0700,2024-09-26T10:09:27.789-0700,job,,Golden Trumpet Tree,True
2024-09-26T10:09:39.795-0700,2024-09-26T11:07:52.853-0700,job,,Golden Trumpet Tree,True
2024-09-26T11:29:42.115-0700,2024-09-26T12:07:46.600-0700,job,,Golden Trumpet Tree,True
2024-09-26T13:26:59.215-0700,2024-09-26T14:07:06.421-0700,job,,Golden Trumpet Tree,True
2024-09-26T14:12:17.917-0700,2024-09-26T16:12:17.917-0700,job,,Golden Trumpet Tree,True
2024-09-26T18:11:11.635-0700,2024-09-26T20:11:11.635-0700,study,,Golden Trumpet Tree,True
2024-09-26T20:12:24.312-0700,2024-09-26T21:12:36.924-0700,study,,Golden Trumpet Tree,True
2024-09-26T22:31:43.450-0700,2024-09-26T23:54:25.815-0700,study,,Golden Trumpet Tree,True
2024-09-27T09:20:26.669-0700,2024-09-27T09:50:38.999-0700,job,,Golden Trumpet Tree,True
2024-09-27T09:51:32.705-0700,2024-09-27T10:38:03.972-0700,job,,Golden Trumpet Tree,True
2024-09-27T10:42:03.198-0700,2024-09-27T11:22:22.428-0700,job,,Golden Trumpet Tree,True
2024-09-27T11:32:21.685-0700,2024-09-27T12:34:29.734-0700,job,,Golden Trumpet Tree,True
2024-09-27T13:05:03.337-0700,2024-09-27T14:05:56.123-0700,job,,Golden Trumpet Tree,True
2024-09-27T14:12:20.894-0700,2024-09-27T14:43:53.691-0700,job,,Golden Trumpet Tree,True
2024-09-27T15:01:03.341-0700,2024-09-27T16:07:19.319-0700,job,,Golden Trumpet Tree,True
2024-09-27T16:12:27.656-0700,2024-09-27T17:12:44.264-0700,job,,Golden Trumpet Tree,True
2024-09-27T18:21:24.878-0700,2024-09-27T19:38:42.205-0700,reading,,Golden Trumpet Tree,True
2024-09-27T20:55:48.876-0700,2024-09-27T22:55:48.876-0700,job,,Golden Trumpet Tree,True
2024-09-27T22:57:04.671-0700,2024-09-27T23:59:38.791-0700,job,,Golden Trumpet Tree,True
2024-09-28T00:19:40.754-0700,2024-09-28T00:52:15.337-0700,job,,Golden Trumpet Tree,True
2024-09-28T08:53:18.171-0700,2024-09-28T10:03:18.171-0700,job,,Golden Trumpet Tree,True
2024-09-28T10:09:19.994-0700,2024-09-28T10:39:32.197-0700,job,,Golden Trumpet Tree,True
2024-09-28T10:45:44.211-0700,2024-09-28T11:47:24.721-0700,job,,Golden Trumpet Tree,True
2024-09-28T11:48:10.826-0700,2024-09-28T12:28:10.826-0700,job,,Golden Trumpet Tree,True
2024-09-28T14:59:15.346-0700,2024-09-28T15:47:51.789-0700,job,,Golden Trumpet Tree,True
2024-09-28T15:47:54.401-0700,2024-09-28T16:36:20.318-0700,job,,Golden Trumpet Tree,True
2024-09-28T17:49:13.243-0700,2024-09-28T19:49:13.243-0700,job,,Golden Trumpet Tree,True
2024-09-28T20:55:13.800-0700,2024-09-28T22:55:13.800-0700,job,,Golden Trumpet Tree,True
2024-09-29T00:08:14.370-0700,2024-09-29T00:48:35.952-0700,job,,Golden Trumpet Tree,True
2024-09-29T10:10:41.197-0700,2024-09-29T11:21:41.895-0700,job,,Golden Trumpet Tree,True
2024-09-29T11:31:45.610-0700,2024-09-29T12:06:02.682-0700,job,,Golden Trumpet Tree,True
2024-09-29T14:03:10.125-0700,2024-09-29T15:03:10.125-0700,job,,Golden Trumpet Tree,True
2024-09-29T15:09:45.687-0700,2024-09-29T16:22:33.295-0700,job,,Golden Trumpet Tree,True
2024-09-29T16:22:57.936-0700,2024-09-29T18:00:45.475-0700,job,,Golden Trumpet Tree,True
2024-09-29T18:46:00.032-0700,2024-09-29T19:38:42.439-0700,exercise,,Golden Trumpet Tree,True
2024-09-29T21:13:35.272-0700,2024-09-29T22:21:32.236-0700,study,,Golden Trumpet Tree,True
2024-09-29T22:21:35.044-0700,2024-09-29T23:09:14.191-0700,study,,Golden Trumpet Tree,True
2024-09-29T23:09:58.126-0700,2024-09-30T00:10:13.476-0700,study,,Golden Trumpet Tree,True
2024-09-30T09:09:42.516-0700,2024-09-30T09:49:51.761-0700,study,,Golden Trumpet Tree,True
2024-09-30T09:49:57.103-0700,2024-09-30T11:07:02.804-0700,study,,Golden Trumpet Tree,True
2024-09-30T11:07:08.030-0700,2024-09-30T12:30:48.541-0700,study,,Golden Trumpet Tree,True
2024-09-30T13:09:00.734-0700,2024-09-30T14:09:11.295-0700,job,,Golden Trumpet Tree,True
2024-09-30T14:09:21.861-0700,2024-09-30T15:16:38.656-0700,job,,Golden Trumpet Tree,True
2024-09-30T15:23:58.531-0700,2024-09-30T16:24:26.262-0700,exercise,,Golden Trumpet Tree,True
2024-09-30T16:32:00.386-0700,2024-09-30T17:32:13.286-0700,job,,Golden Trumpet Tree,True
2024-09-30T17:32:19.625-0700,2024-09-30T19:12:42.497-0700,study,,Golden Trumpet Tree,True
2024-09-30T20:01:08.620-0700,2024-09-30T20:41:12.825-0700,study,,Golden Trumpet Tree,True
2024-09-30T22:39:35.963-0700,2024-09-30T23:39:38.326-0700,job,,Golden Trumpet Tree,True
2024-09-30T23:40:02.515-0700,2024-10-01T00:10:27.410-0700,job,,Golden Trumpet Tree,True
2024-10-01T08:59:39.642-0700,2024-10-01T09:36:21.958-0700,job,,Maple,True
2024-10-01T09:36:55.299-0700,2024-10-01T10:14:56.529-0700,job,,Golden Trumpet Tree,True
2024-10-01T10:15:01.953-0700,2024-10-01T10:55:43.214-0700,job,,Golden Trumpet Tree,True
2024-10-01T10:59:45.265-0700,2024-10-01T12:32:15.356-0700,job,,Golden Trumpet Tree,True
2024-10-01T14:26:20.354-0700,2024-10-01T15:15:34.076-0700,job,,Golden Trumpet Tree,True
2024-10-01T15:15:39.953-0700,2024-10-01T15:55:56.215-0700,job,,Golden Trumpet Tree,True
2024-10-01T15:58:18.629-0700,2024-10-01T17:16:24.167-0700,job,,Golden Trumpet Tree,True
2024-10-01T17:16:33.063-0700,2024-10-01T17:52:09.456-0700,job,,Golden Trumpet Tree,True
2024-10-01T18:01:36.148-0700,2024-10-01T18:41:36.148-0700,exercise,,Golden Trumpet Tree,True
2024-10-01T20:18:55.283-0700,2024-10-01T21:17:53.978-0700,job,,Osmanthus,True
2024-10-01T21:49:27.219-0700,2024-10-01T22:30:13.135-0700,job,,Osmanthus,True
2024-10-01T22:36:38.251-0700,2024-10-01T23:57:36.492-0700,job,,Osmanthus,True
2024-10-02T00:24:36.021-0700,2024-10-02T00:57:24.089-0700,job,,Osmanthus,True
2024-10-02T00:57:27.997-0700,2024-10-02T01:29:08.732-0700,job,,Osmanthus,True
2024-10-02T09:01:45.460-0700,2024-10-02T09:31:56.080-0700,job,,Osmanthus,True
2024-10-02T09:32:01.024-0700,2024-10-02T10:14:53.084-0700,job,,Osmanthus,True
2024-10-02T10:15:10.266-0700,2024-10-02T11:07:39.278-0700,job,,Osmanthus,True
2024-10-02T11:15:16.335-0700,2024-10-02T12:00:51.878-0700,job,,Osmanthus,True
2024-10-02T12:38:49.551-0700,2024-10-02T13:21:19.367-0700,exercise,,Osmanthus,True
2024-10-02T13:38:13.857-0700,2024-10-02T15:38:13.857-0700,study,,Osmanthus,True
2024-10-02T15:53:48.149-0700,2024-10-02T17:40:35.965-0700,study,,Maple,True
2024-10-02T18:04:04.292-0700,2024-10-02T18:44:21.079-0700,exercise,,Maple,True
2024-10-02T20:43:41.597-0700,2024-10-02T21:33:59.455-0700,job,,Maple,True
2024-10-02T21:34:48.329-0700,2024-10-02T22:16:33.439-0700,job,,Maple,True
2024-10-02T22:36:05.758-0700,2024-10-02T23:25:30.531-0700,job,,Maple,True
2024-10-03T09:02:54.418-0700,2024-10-03T09:35:34.142-0700,job,,Maple,True
2024-10-03T09:35:37.900-0700,2024-10-03T10:53:17.948-0700,job,,Maple,True
2024-10-03T10:53:22.163-0700,2024-10-03T11:33:25.352-0700,job,,Maple,True
2024-10-03T11:52:15.932-0700,2024-10-03T12:39:15.377-0700,job,,Maple,True
2024-10-03T12:39:21.636-0700,2024-10-03T13:26:05.877-0700,leetcode,,Maple,True
2024-10-03T14:05:28.682-0700,2024-10-03T14:48:33.261-0700,leetcode,,Maple,True
2024-10-03T14:58:39.102-0700,2024-10-03T15:44:04.009-0700,exercise,,Maple,True
2024-10-03T15:44:10.735-0700,2024-10-03T17:44:10.735-0700,leetcode,,Maple,True
2024-10-03T18:17:19.413-0700,2024-10-03T18:55:30.969-0700,study,,Maple,True
2024-10-03T19:10:20.510-0700,2024-10-03T19:58:22.441-0700,study,,Maple,True
2024-10-03T20:07:50.800-0700,2024-10-03T20:58:41.256-0700,study,,Maple,True
2024-10-03T21:19:51.104-0700,2024-10-03T21:31:01.127-0700,study,,Maple,False
2024-10-04T09:59:24.020-0700,2024-10-04T10:39:35.259-0700,study,,Maple,True
2024-10-04T10:40:06.114-0700,2024-10-04T12:08:22.948-0700,leetcode,,Maple,True
2024-10-04T12:09:22.478-0700,2024-10-04T12:40:14.009-0700,study,,Maple,True
2024-10-04T12:53:53.275-0700,2024-10-04T13:23:53.275-0700,study,,Maple,True
2024-10-04T13:55:22.598-0700,2024-10-04T14:41:04.977-0700,leetcode,,Maple,True
2024-10-04T14:45:44.172-0700,2024-10-04T15:59:01.163-0700,job,,Osmanthus,True
2024-10-04T16:23:19.533-0700,2024-10-04T17:27:05.004-0700,job,,Osmanthus,True
2024-10-04T17:28:55.023-0700,2024-10-04T17:59:21.092-0700,leetcode,,Golden Trumpet Tree,True
2024-10-04T18:00:29.508-0700,2024-10-04T19:42:42.858-0700,exercise,,Golden Trumpet Tree,True
2024-10-04T21:56:57.979-0700,2024-10-04T22:37:19.487-0700,job,,Maple,True
2024-10-05T00:31:38.844-0700,2024-10-05T01:11:38.844-0700,job,,Maple,True
2024-10-05T01:23:05.789-0700,2024-10-05T01:53:24.638-0700,job,,Maple,True
2024-10-05T10:33:55.755-0700,2024-10-05T11:03:55.755-0700,study,,Maple,True
2024-10-05T11:04:04.269-0700,2024-10-05T11:44:13.134-0700,study,,Maple,True
2024-10-05T11:44:22.479-0700,2024-10-05T12:52:49.144-0700,study,,Maple,True
2024-10-05T12:53:01.685-0700,2024-10-05T13:23:45.554-0700,job,,Maple,True
2024-10-05T13:23:51.334-0700,2024-10-05T13:59:35.879-0700,job,,Maple,True
2024-10-05T14:06:59.885-0700,2024-10-05T15:01:24.583-0700,job,,Maple,True
2024-10-05T15:15:04.190-0700,2024-10-05T15:55:13.243-0700,job,,Maple,True
2024-10-05T15:55:48.098-0700,2024-10-05T16:55:48.098-0700,job,,Golden Trumpet Tree,True
2024-10-05T17:13:52.324-0700,2024-10-05T17:54:09.091-0700,exercise,,Golden Trumpet Tree,True
2024-10-05T18:08:40.802-0700,2024-10-05T18:30:51.568-0700,exercise,,Golden Trumpet Tree,True
2024-10-05T18:44:17.499-0700,2024-10-05T19:14:17.499-0700,job,,Golden Trumpet Tree,True
2024-10-05T21:28:00.041-0700,2024-10-05T22:10:57.333-0700,job,,Golden Trumpet Tree,True
2024-10-05T22:11:07.257-0700,2024-10-05T22:57:21.498-0700,job,,Golden Trumpet Tree,True
2024-10-05T23:21:38.020-0700,2024-10-06T00:06:38.020-0700,job,,Golden Trumpet Tree,True
2024-10-06T00:36:47.773-0700,2024-10-06T01:07:30.092-0700,job,,Golden Trumpet Tree,True
2024-10-06T01:07:32.318-0700,2024-10-06T01:32:32.318-0700,job,,Golden Trumpet Tree,True
2024-10-06T09:58:58.082-0700,2024-10-06T11:04:36.825-0700,job,,Golden Trumpet Tree,True
2024-10-06T11:35:59.031-0700,2024-10-06T12:18:32.517-0700,job,,Golden Trumpet Tree,True
2024-10-06T12:18:36.369-0700,2024-10-06T12:59:23.796-0700,job,,Golden Trumpet Tree,True
2024-10-06T12:59:25.404-0700,2024-10-06T13:29:29.926-0700,job,,Golden Trumpet Tree,True
2024-10-06T13:49:06.770-0700,2024-10-06T14:19:06.770-0700,job,,Golden Trumpet Tree,True
2024-10-06T15:08:37.317-0700,2024-10-06T15:42:11.699-0700,job,,Golden Trumpet Tree,True
2024-10-06T15:56:22.249-0700,2024-10-06T16:33:09.726-0700,job,,Golden Trumpet Tree,True
2024-10-06T16:33:11.451-0700,2024-10-06T17:03:11.451-0700,job,,Golden Trumpet Tree,True
2024-10-06T17:03:31.934-0700,2024-10-06T17:47:41.935-0700,job,,Golden Trumpet Tree,True
2024-10-06T18:08:02.081-0700,2024-10-06T18:53:56.392-0700,job,,Golden Trumpet Tree,True
2024-10-06T18:53:58.532-0700,2024-10-06T19:35:09.028-0700,job,,Golden Trumpet Tree,True
2024-10-06T19:35:10.242-0700,2024-10-06T20:20:28.081-0700,job,,Golden Trumpet Tree,True
2024-10-06T20:36:04.481-0700,2024-10-06T21:16:50.027-0700,job,,Golden Trumpet Tree,True
2024-10-06T22:01:01.625-0700,2024-10-06T23:01:30.402-0700,job,,Golden Trumpet Tree,True
2024-10-06T23:08:38.445-0700,2024-10-06T23:48:50.201-0700,job,,Golden Trumpet Tree,True
2024-10-06T23:56:57.448-0700,2024-10-07T00:26:57.448-0700,job,,Osmanthus,True
2024-10-07T00:45:29.059-0700,2024-10-07T01:15:45.062-0700,job,,Osmanthus,True
2024-10-07T09:41:50.472-0700,2024-10-07T10:16:50.472-0700,job,,Osmanthus,True
2024-10-07T10:17:46.817-0700,2024-10-07T11:21:13.418-0700,job,,Osmanthus,True
2024-10-07T11:43:20.245-0700,2024-10-07T12:16:19.254-0700,job,,Maple,True
2024-10-07T12:16:22.447-0700,2024-10-07T12:48:02.256-0700,job,,Maple,True
2024-10-07T12:48:57.247-0700,2024-10-07T13:37:39.284-0700,job,,Pumpkin,True
2024-10-07T14:34:16.186-0700,2024-10-07T15:04:47.772-0700,job,,Pumpkin,True
2024-10-07T15:04:48.797-0700,2024-10-07T15:51:26.398-0700,job,,Pumpkin,True
2024-10-07T15:59:15.556-0700,2024-10-07T16:29:23.466-0700,job,,Pumpkin,True
2024-10-07T16:35:57.336-0700,2024-10-07T17:11:03.462-0700,exercise,,Maple,True
2024-10-07T17:34:42.253-0700,2024-10-07T19:14:42.253-0700,study,,Maple,True
2024-10-07T19:49:19.127-0700,2024-10-07T20:06:35.813-0700,job,,Maple,True
2024-10-07T21:38:00.235-0700,2024-10-07T22:36:30.269-0700,job,,Maple,True
2024-10-07T22:55:47.386-0700,2024-10-07T23:30:47.386-0700,job,,Maple,True
2024-10-07T23:52:20.290-0700,2024-10-08T00:22:20.290-0700,job,,Maple,True
2024-10-08T08:31:12.987-0700,2024-10-08T09:01:38.274-0700,job,,Maple,True
2024-10-08T09:09:08.538-0700,2024-10-08T09:49:18.745-0700,job,,Maple,True
2024-10-08T09:49:31.453-0700,2024-10-08T10:39:31.453-0700,leetcode,,Maple,True
2024-10-08T10:44:13.250-0700,2024-10-08T11:45:40.041-0700,leetcode,,Maple,True
2024-10-08T11:48:17.625-0700,2024-10-08T13:14:47.284-0700,leetcode,,Maple,True
2024-10-08T13:22:08.475-0700,2024-10-08T14:24:06.122-0700,leetcode,,Maple,True
2024-10-08T14:25:46.123-0700,2024-10-08T15:32:12.925-0700,leetcode,,Maple,True
2024-10-08T15:34:11.726-0700,2024-10-08T16:06:25.912-0700,job,,Maple,True
2024-10-08T16:07:04.203-0700,2024-10-08T17:00:47.655-0700,job,,Pumpkin,True
2024-10-08T19:11:26.455-0700,2024-10-08T19:51:26.455-0700,job,,Pumpkin,True
2024-10-08T20:37:51.003-0700,2024-10-08T21:26:37.317-0700,job,,Pumpkin,True
2024-10-08T21:26:40.975-0700,2024-10-08T21:56:52.558-0700,job,,Pumpkin,True
2024-10-08T22:36:00.320-0700,2024-10-08T23:18:07.075-0700,job,,Pumpkin,True
2024-10-08T23:27:51.408-0700,2024-10-09T00:01:31.478-0700,job,,Pumpkin,True